"Plot Title: 10442667"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10442667, SEN S/N: 10442667, LBL: byrneslab_GOM2015)","Host Connected (LGR S/N: 10442667)","Coupler Attached (LGR S/N: 10442667)","Stopped (LGR S/N: 10442667)","End Of File (LGR S/N: 10442667)"
4129,15/11/05 15:15:00,52.925,,,,
4130,15/11/05 15:45:00,52.750,,,,
4131,15/11/05 16:15:00,52.750,,,,
4132,15/11/05 16:45:00,52.750,,,,
4133,15/11/05 17:15:00,52.750,,,,
4134,15/11/05 17:45:00,52.750,,,,
4135,15/11/05 18:15:00,52.750,,,,
4136,15/11/05 18:45:00,52.750,,,,
4137,15/11/05 19:15:00,52.750,,,,
4138,15/11/05 19:45:00,52.750,,,,
4139,15/11/05 20:15:00,52.750,,,,
4140,15/11/05 20:45:00,52.750,,,,
4141,15/11/05 21:15:00,52.750,,,,
4142,15/11/05 21:45:00,52.750,,,,
4143,15/11/05 22:15:00,52.925,,,,
4144,15/11/05 22:45:00,52.925,,,,
4145,15/11/05 23:15:00,53.100,,,,
4146,15/11/05 23:45:00,53.274,,,,
4147,15/11/06 00:15:00,53.100,,,,
4148,15/11/06 00:45:00,53.274,,,,
4149,15/11/06 01:15:00,53.274,,,,
4150,15/11/06 01:45:00,53.100,,,,
4151,15/11/06 02:15:00,53.100,,,,
4152,15/11/06 02:45:00,53.100,,,,
4153,15/11/06 03:15:00,53.100,,,,
4154,15/11/06 03:45:00,53.274,,,,
4155,15/11/06 04:15:00,53.274,,,,
4156,15/11/06 04:45:00,53.274,,,,
4157,15/11/06 05:15:00,53.274,,,,
4158,15/11/06 05:45:00,53.100,,,,
4159,15/11/06 06:15:00,53.100,,,,
4160,15/11/06 06:45:00,53.100,,,,
4161,15/11/06 07:15:00,52.925,,,,
4162,15/11/06 07:45:00,52.925,,,,
4163,15/11/06 08:15:00,52.925,,,,
4164,15/11/06 08:45:00,52.925,,,,
4165,15/11/06 09:15:00,52.925,,,,
4166,15/11/06 09:45:00,52.925,,,,
4167,15/11/06 10:15:00,52.750,,,,
4168,15/11/06 10:45:00,52.750,,,,
4169,15/11/06 11:15:00,52.750,,,,
4170,15/11/06 11:45:00,52.750,,,,
4171,15/11/06 12:15:00,52.750,,,,
4172,15/11/06 12:45:00,52.750,,,,
4173,15/11/06 13:15:00,52.925,,,,
4174,15/11/06 13:45:00,53.100,,,,
4175,15/11/06 14:15:00,53.274,,,,
4176,15/11/06 14:45:00,53.449,,,,
4177,15/11/06 15:15:00,53.449,,,,
4178,15/11/06 15:45:00,53.623,,,,
4179,15/11/06 16:15:00,53.623,,,,
4180,15/11/06 16:45:00,53.623,,,,
4181,15/11/06 17:15:00,53.449,,,,
4182,15/11/06 17:45:00,53.449,,,,
4183,15/11/06 18:15:00,53.449,,,,
4184,15/11/06 18:45:00,53.449,,,,
4185,15/11/06 19:15:00,53.449,,,,
4186,15/11/06 19:45:00,53.449,,,,
4187,15/11/06 20:15:00,53.274,,,,
4188,15/11/06 20:45:00,53.449,,,,
4189,15/11/06 21:15:00,53.449,,,,
4190,15/11/06 21:45:00,53.449,,,,
4191,15/11/06 22:15:00,53.274,,,,
4192,15/11/06 22:45:00,53.449,,,,
4193,15/11/06 23:15:00,53.449,,,,
4194,15/11/06 23:45:00,53.449,,,,
4195,15/11/07 00:15:00,53.274,,,,
4196,15/11/07 00:45:00,53.274,,,,
4197,15/11/07 01:15:00,53.274,,,,
4198,15/11/07 01:45:00,53.274,,,,
4199,15/11/07 02:15:00,53.274,,,,
4200,15/11/07 02:45:00,53.274,,,,
4201,15/11/07 03:15:00,53.274,,,,
4202,15/11/07 03:45:00,53.274,,,,
4203,15/11/07 04:15:00,53.274,,,,
4204,15/11/07 04:45:00,53.274,,,,
4205,15/11/07 05:15:00,53.274,,,,
4206,15/11/07 05:45:00,53.274,,,,
4207,15/11/07 06:15:00,53.100,,,,
4208,15/11/07 06:45:00,53.100,,,,
4209,15/11/07 07:15:00,52.925,,,,
4210,15/11/07 07:45:00,52.925,,,,
4211,15/11/07 08:15:00,52.925,,,,
4212,15/11/07 08:45:00,52.750,,,,
4213,15/11/07 09:15:00,52.750,,,,
4214,15/11/07 09:45:00,52.750,,,,
4215,15/11/07 10:15:00,52.576,,,,
4216,15/11/07 10:45:00,52.750,,,,
4217,15/11/07 11:15:00,52.576,,,,
4218,15/11/07 11:45:00,52.750,,,,
4219,15/11/07 12:15:00,52.750,,,,
4220,15/11/07 12:45:00,52.750,,,,
4221,15/11/07 13:15:00,52.925,,,,
4222,15/11/07 13:45:00,52.925,,,,
4223,15/11/07 14:15:00,52.925,,,,
4224,15/11/07 14:45:00,52.925,,,,
4225,15/11/07 15:15:00,52.925,,,,
4226,15/11/07 15:45:00,52.925,,,,
4227,15/11/07 16:15:00,52.925,,,,
4228,15/11/07 16:45:00,52.925,,,,
4229,15/11/07 17:15:00,52.925,,,,
4230,15/11/07 17:45:00,52.925,,,,
4231,15/11/07 18:15:00,52.925,,,,
4232,15/11/07 18:45:00,52.925,,,,
4233,15/11/07 19:15:00,52.925,,,,
4234,15/11/07 19:45:00,52.925,,,,
4235,15/11/07 20:15:00,52.925,,,,
4236,15/11/07 20:45:00,52.925,,,,
4237,15/11/07 21:15:00,52.925,,,,
4238,15/11/07 21:45:00,52.925,,,,
4239,15/11/07 22:15:00,52.925,,,,
4240,15/11/07 22:45:00,52.750,,,,
4241,15/11/07 23:15:00,52.750,,,,
4242,15/11/07 23:45:00,52.750,,,,
4243,15/11/08 00:15:00,52.750,,,,
4244,15/11/08 00:45:00,52.750,,,,
4245,15/11/08 01:15:00,52.750,,,,
4246,15/11/08 01:45:00,52.750,,,,
4247,15/11/08 02:15:00,52.576,,,,
4248,15/11/08 02:45:00,52.576,,,,
4249,15/11/08 03:15:00,52.576,,,,
4250,15/11/08 03:45:00,52.576,,,,
4251,15/11/08 04:15:00,52.576,,,,
4252,15/11/08 04:45:00,52.576,,,,
4253,15/11/08 05:15:00,52.576,,,,
4254,15/11/08 05:45:00,52.576,,,,
4255,15/11/08 06:15:00,52.401,,,,
4256,15/11/08 06:45:00,52.401,,,,
4257,15/11/08 07:15:00,52.401,,,,
4258,15/11/08 07:45:00,52.401,,,,
4259,15/11/08 08:15:00,52.401,,,,
4260,15/11/08 08:45:00,52.401,,,,
4261,15/11/08 09:15:00,52.225,,,,
4262,15/11/08 09:45:00,52.401,,,,
4263,15/11/08 10:15:00,52.401,,,,
4264,15/11/08 10:45:00,52.401,,,,
4265,15/11/08 11:15:00,52.225,,,,
4266,15/11/08 11:45:00,52.225,,,,
4267,15/11/08 12:15:00,52.225,,,,
4268,15/11/08 12:45:00,52.225,,,,
4269,15/11/08 13:15:00,52.050,,,,
4270,15/11/08 13:45:00,52.225,,,,
4271,15/11/08 14:15:00,52.225,,,,
4272,15/11/08 14:45:00,52.401,,,,
4273,15/11/08 15:15:00,52.401,,,,
4274,15/11/08 15:45:00,52.401,,,,
4275,15/11/08 16:15:00,52.401,,,,
4276,15/11/08 16:45:00,52.225,,,,
4277,15/11/08 17:15:00,52.225,,,,
4278,15/11/08 17:45:00,52.225,,,,
4279,15/11/08 18:15:00,52.225,,,,
4280,15/11/08 18:45:00,52.225,,,,
4281,15/11/08 19:15:00,52.225,,,,
4282,15/11/08 19:45:00,52.050,,,,
4283,15/11/08 20:15:00,52.050,,,,
4284,15/11/08 20:45:00,52.050,,,,
4285,15/11/08 21:15:00,52.050,,,,
4286,15/11/08 21:45:00,52.050,,,,
4287,15/11/08 22:15:00,52.050,,,,
4288,15/11/08 22:45:00,52.225,,,,
4289,15/11/08 23:15:00,52.050,,,,
4290,15/11/08 23:45:00,52.050,,,,
4291,15/11/09 00:15:00,52.050,,,,
4292,15/11/09 00:45:00,52.050,,,,
4293,15/11/09 01:15:00,52.225,,,,
4294,15/11/09 01:45:00,52.225,,,,
4295,15/11/09 02:15:00,52.225,,,,
4296,15/11/09 02:45:00,52.050,,,,
4297,15/11/09 03:15:00,52.050,,,,
4298,15/11/09 03:45:00,52.050,,,,
4299,15/11/09 04:15:00,52.050,,,,
4300,15/11/09 04:45:00,52.050,,,,
4301,15/11/09 05:15:00,52.050,,,,
4302,15/11/09 05:45:00,52.050,,,,
4303,15/11/09 06:15:00,52.050,,,,
4304,15/11/09 06:45:00,52.050,,,,
4305,15/11/09 07:15:00,52.050,,,,
4306,15/11/09 07:45:00,52.050,,,,
4307,15/11/09 08:15:00,52.050,,,,
4308,15/11/09 08:45:00,52.050,,,,
4309,15/11/09 09:15:00,52.050,,,,
4310,15/11/09 09:45:00,52.050,,,,
4311,15/11/09 10:15:00,51.874,,,,
4312,15/11/09 10:45:00,51.874,,,,
4313,15/11/09 11:15:00,52.050,,,,
4314,15/11/09 11:45:00,51.874,,,,
4315,15/11/09 12:15:00,51.874,,,,
4316,15/11/09 12:45:00,52.050,,,,
4317,15/11/09 13:15:00,52.050,,,,
4318,15/11/09 13:45:00,52.050,,,,
4319,15/11/09 14:15:00,52.050,,,,
4320,15/11/09 14:45:00,52.050,,,,
4321,15/11/09 15:15:00,52.050,,,,
4322,15/11/09 15:45:00,52.050,,,,
4323,15/11/09 16:15:00,52.225,,,,
4324,15/11/09 16:45:00,52.225,,,,
4325,15/11/09 17:15:00,52.050,,,,
4326,15/11/09 17:45:00,52.050,,,,
4327,15/11/09 18:15:00,52.050,,,,
4328,15/11/09 18:45:00,52.050,,,,
4329,15/11/09 19:15:00,52.050,,,,
4330,15/11/09 19:45:00,52.050,,,,
4331,15/11/09 20:15:00,51.874,,,,
4332,15/11/09 20:45:00,51.874,,,,
4333,15/11/09 21:15:00,51.874,,,,
4334,15/11/09 21:45:00,51.874,,,,
4335,15/11/09 22:15:00,51.874,,,,
4336,15/11/09 22:45:00,51.874,,,,
4337,15/11/09 23:15:00,51.874,,,,
4338,15/11/09 23:45:00,51.874,,,,
4339,15/11/10 00:15:00,51.874,,,,
4340,15/11/10 00:45:00,51.874,,,,
4341,15/11/10 01:15:00,51.699,,,,
4342,15/11/10 01:45:00,51.699,,,,
4343,15/11/10 02:15:00,51.699,,,,
4344,15/11/10 02:45:00,51.699,,,,
4345,15/11/10 03:15:00,51.699,,,,
4346,15/11/10 03:45:00,51.523,,,,
4347,15/11/10 04:15:00,51.523,,,,
4348,15/11/10 04:45:00,51.523,,,,
4349,15/11/10 05:15:00,51.523,,,,
4350,15/11/10 05:45:00,51.523,,,,
4351,15/11/10 06:15:00,51.523,,,,
4352,15/11/10 06:45:00,51.523,,,,
4353,15/11/10 07:15:00,51.523,,,,
4354,15/11/10 07:45:00,51.523,,,,
4355,15/11/10 08:15:00,51.523,,,,
4356,15/11/10 08:45:00,51.523,,,,
4357,15/11/10 09:15:00,51.523,,,,
4358,15/11/10 09:45:00,51.523,,,,
4359,15/11/10 10:15:00,51.523,,,,
4360,15/11/10 10:45:00,51.523,,,,
4361,15/11/10 11:15:00,51.523,,,,
4362,15/11/10 11:45:00,51.523,,,,
4363,15/11/10 12:15:00,51.523,,,,
4364,15/11/10 12:45:00,51.523,,,,
4365,15/11/10 13:15:00,51.523,,,,
4366,15/11/10 13:45:00,51.523,,,,
4367,15/11/10 14:15:00,51.523,,,,
4368,15/11/10 14:45:00,51.523,,,,
4369,15/11/10 15:15:00,51.699,,,,
4370,15/11/10 15:45:00,51.699,,,,
4371,15/11/10 16:15:00,51.699,,,,
4372,15/11/10 16:45:00,51.699,,,,
4373,15/11/10 17:15:00,51.699,,,,
4374,15/11/10 17:45:00,51.699,,,,
4375,15/11/10 18:15:00,51.523,,,,
4376,15/11/10 18:45:00,51.523,,,,
4377,15/11/10 19:15:00,51.523,,,,
4378,15/11/10 19:45:00,51.523,,,,
4379,15/11/10 20:15:00,51.523,,,,
4380,15/11/10 20:45:00,51.523,,,,
4381,15/11/10 21:15:00,51.523,,,,
4382,15/11/10 21:45:00,51.523,,,,
4383,15/11/10 22:15:00,51.699,,,,
4384,15/11/10 22:45:00,51.523,,,,
4385,15/11/10 23:15:00,51.699,,,,
4386,15/11/10 23:45:00,51.874,,,,
4387,15/11/11 00:15:00,51.874,,,,
4388,15/11/11 00:45:00,51.874,,,,
4389,15/11/11 01:15:00,51.874,,,,
4390,15/11/11 01:45:00,51.699,,,,
4391,15/11/11 02:15:00,51.699,,,,
4392,15/11/11 02:45:00,51.699,,,,
4393,15/11/11 03:15:00,51.699,,,,
4394,15/11/11 03:45:00,51.699,,,,
4395,15/11/11 04:15:00,51.699,,,,
4396,15/11/11 04:45:00,51.699,,,,
4397,15/11/11 05:15:00,51.699,,,,
4398,15/11/11 05:45:00,51.699,,,,
4399,15/11/11 06:15:00,51.699,,,,
4400,15/11/11 06:45:00,51.699,,,,
4401,15/11/11 07:15:00,51.699,,,,
4402,15/11/11 07:45:00,51.699,,,,
4403,15/11/11 08:15:00,51.699,,,,
4404,15/11/11 08:45:00,51.699,,,,
4405,15/11/11 09:15:00,51.699,,,,
4406,15/11/11 09:45:00,51.699,,,,
4407,15/11/11 10:15:00,51.699,,,,
4408,15/11/11 10:45:00,51.699,,,,
4409,15/11/11 11:15:00,51.874,,,,
4410,15/11/11 11:45:00,51.874,,,,
4411,15/11/11 12:15:00,51.874,,,,
4412,15/11/11 12:45:00,51.874,,,,
4413,15/11/11 13:15:00,51.874,,,,
4414,15/11/11 13:45:00,51.874,,,,
4415,15/11/11 14:15:00,51.874,,,,
4416,15/11/11 14:45:00,51.874,,,,
4417,15/11/11 15:15:00,51.874,,,,
4418,15/11/11 15:45:00,51.874,,,,
4419,15/11/11 16:15:00,51.699,,,,
4420,15/11/11 16:45:00,51.874,,,,
4421,15/11/11 17:15:00,51.874,,,,
4422,15/11/11 17:45:00,51.874,,,,
4423,15/11/11 18:15:00,51.874,,,,
4424,15/11/11 18:45:00,51.874,,,,
4425,15/11/11 19:15:00,51.874,,,,
4426,15/11/11 19:45:00,51.874,,,,
4427,15/11/11 20:15:00,52.050,,,,
4428,15/11/11 20:45:00,52.050,,,,
4429,15/11/11 21:15:00,52.050,,,,
4430,15/11/11 21:45:00,52.050,,,,
4431,15/11/11 22:15:00,52.050,,,,
4432,15/11/11 22:45:00,52.050,,,,
4433,15/11/11 23:15:00,52.050,,,,
4434,15/11/11 23:45:00,52.225,,,,
4435,15/11/12 00:15:00,52.225,,,,
4436,15/11/12 00:45:00,52.225,,,,
4437,15/11/12 01:15:00,52.225,,,,
4438,15/11/12 01:45:00,52.225,,,,
4439,15/11/12 02:15:00,52.225,,,,
4440,15/11/12 02:45:00,52.050,,,,
4441,15/11/12 03:15:00,52.225,,,,
4442,15/11/12 03:45:00,51.874,,,,
4443,15/11/12 04:15:00,52.050,,,,
4444,15/11/12 04:45:00,52.050,,,,
4445,15/11/12 05:15:00,51.874,,,,
4446,15/11/12 05:45:00,52.050,,,,
4447,15/11/12 06:15:00,52.050,,,,
4448,15/11/12 06:45:00,52.050,,,,
4449,15/11/12 07:15:00,52.050,,,,
4450,15/11/12 07:45:00,52.050,,,,
4451,15/11/12 08:15:00,52.050,,,,
4452,15/11/12 08:45:00,52.050,,,,
4453,15/11/12 09:15:00,52.225,,,,
4454,15/11/12 09:45:00,52.225,,,,
4455,15/11/12 10:15:00,52.225,,,,
4456,15/11/12 10:45:00,52.225,,,,
4457,15/11/12 11:15:00,52.225,,,,
4458,15/11/12 11:45:00,52.225,,,,
4459,15/11/12 12:15:00,52.225,,,,
4460,15/11/12 12:45:00,52.225,,,,
4461,15/11/12 13:15:00,52.225,,,,
4462,15/11/12 13:45:00,52.225,,,,
4463,15/11/12 14:15:00,52.401,,,,
4464,15/11/12 14:45:00,52.225,,,,
4465,15/11/12 15:15:00,52.225,,,,
4466,15/11/12 15:45:00,52.225,,,,
4467,15/11/12 16:15:00,52.050,,,,
4468,15/11/12 16:45:00,52.225,,,,
4469,15/11/12 17:15:00,52.225,,,,
4470,15/11/12 17:45:00,52.225,,,,
4471,15/11/12 18:15:00,52.225,,,,
4472,15/11/12 18:45:00,52.225,,,,
4473,15/11/12 19:15:00,52.225,,,,
4474,15/11/12 19:45:00,52.225,,,,
4475,15/11/12 20:15:00,52.225,,,,
4476,15/11/12 20:45:00,52.225,,,,
4477,15/11/12 21:15:00,52.050,,,,
4478,15/11/12 21:45:00,52.050,,,,
4479,15/11/12 22:15:00,52.050,,,,
4480,15/11/12 22:45:00,51.874,,,,
4481,15/11/12 23:15:00,52.050,,,,
4482,15/11/12 23:45:00,52.225,,,,
4483,15/11/13 00:15:00,52.225,,,,
4484,15/11/13 00:45:00,52.401,,,,
4485,15/11/13 01:15:00,52.401,,,,
4486,15/11/13 01:45:00,52.401,,,,
4487,15/11/13 02:15:00,52.225,,,,
4488,15/11/13 02:45:00,52.225,,,,
4489,15/11/13 03:15:00,52.225,,,,
4490,15/11/13 03:45:00,52.225,,,,
4491,15/11/13 04:15:00,52.225,,,,
4492,15/11/13 04:45:00,52.225,,,,
4493,15/11/13 05:15:00,52.225,,,,
4494,15/11/13 05:45:00,52.225,,,,
4495,15/11/13 06:15:00,52.401,,,,
4496,15/11/13 06:45:00,52.225,,,,
4497,15/11/13 07:15:00,52.401,,,,
4498,15/11/13 07:45:00,52.401,,,,
4499,15/11/13 08:15:00,52.401,,,,
4500,15/11/13 08:45:00,52.401,,,,
4501,15/11/13 09:15:00,52.401,,,,
4502,15/11/13 09:45:00,52.401,,,,
4503,15/11/13 10:15:00,52.401,,,,
4504,15/11/13 10:45:00,52.225,,,,
4505,15/11/13 11:15:00,52.050,,,,
4506,15/11/13 11:45:00,52.401,,,,
4507,15/11/13 12:15:00,52.576,,,,
4508,15/11/13 12:45:00,52.576,,,,
4509,15/11/13 13:15:00,52.576,,,,
4510,15/11/13 13:45:00,52.576,,,,
4511,15/11/13 14:15:00,52.576,,,,
4512,15/11/13 14:45:00,52.576,,,,
4513,15/11/13 15:15:00,52.576,,,,
4514,15/11/13 15:45:00,52.576,,,,
4515,15/11/13 16:15:00,52.576,,,,
4516,15/11/13 16:45:00,52.576,,,,
4517,15/11/13 17:15:00,52.576,,,,
4518,15/11/13 17:45:00,52.576,,,,
4519,15/11/13 18:15:00,52.401,,,,
4520,15/11/13 18:45:00,52.401,,,,
4521,15/11/13 19:15:00,52.401,,,,
4522,15/11/13 19:45:00,52.401,,,,
4523,15/11/13 20:15:00,52.401,,,,
4524,15/11/13 20:45:00,52.401,,,,
4525,15/11/13 21:15:00,52.401,,,,
4526,15/11/13 21:45:00,52.401,,,,
4527,15/11/13 22:15:00,52.401,,,,
4528,15/11/13 22:45:00,52.225,,,,
4529,15/11/13 23:15:00,52.225,,,,
4530,15/11/13 23:45:00,52.225,,,,
4531,15/11/14 00:15:00,52.225,,,,
4532,15/11/14 00:45:00,52.225,,,,
4533,15/11/14 01:15:00,52.225,,,,
4534,15/11/14 01:45:00,52.225,,,,
4535,15/11/14 02:15:00,52.225,,,,
4536,15/11/14 02:45:00,52.225,,,,
4537,15/11/14 03:15:00,52.225,,,,
4538,15/11/14 03:45:00,52.050,,,,
4539,15/11/14 04:15:00,51.874,,,,
4540,15/11/14 04:45:00,51.699,,,,
4541,15/11/14 05:15:00,51.523,,,,
4542,15/11/14 05:45:00,51.346,,,,
4543,15/11/14 06:15:00,51.172,,,,
4544,15/11/14 06:45:00,51.172,,,,
4545,15/11/14 07:15:00,51.172,,,,
4546,15/11/14 07:45:00,51.172,,,,
4547,15/11/14 08:15:00,51.172,,,,
4548,15/11/14 08:45:00,51.172,,,,
4549,15/11/14 09:15:00,51.346,,,,
4550,15/11/14 09:45:00,51.346,,,,
4551,15/11/14 10:15:00,51.172,,,,
4552,15/11/14 10:45:00,51.172,,,,
4553,15/11/14 11:15:00,50.995,,,,
4554,15/11/14 11:45:00,50.995,,,,
4555,15/11/14 12:15:00,50.995,,,,
4556,15/11/14 12:45:00,50.819,,,,
4557,15/11/14 13:15:00,50.819,,,,
4558,15/11/14 13:45:00,50.819,,,,
4559,15/11/14 14:15:00,50.819,,,,
4560,15/11/14 14:45:00,50.643,,,,
4561,15/11/14 15:15:00,50.643,,,,
4562,15/11/14 15:45:00,50.643,,,,
4563,15/11/14 16:15:00,50.643,,,,
4564,15/11/14 16:45:00,50.643,,,,
4565,15/11/14 17:15:00,50.466,,,,
4566,15/11/14 17:45:00,50.290,,,,
4567,15/11/14 18:15:00,50.290,,,,
4568,15/11/14 18:45:00,50.113,,,,
4569,15/11/14 19:15:00,50.113,,,,
4570,15/11/14 19:45:00,50.113,,,,
4571,15/11/14 20:15:00,49.937,,,,
4572,15/11/14 20:45:00,49.937,,,,
4573,15/11/14 21:15:00,49.937,,,,
4574,15/11/14 21:45:00,49.937,,,,
4575,15/11/14 22:15:00,49.937,,,,
4576,15/11/14 22:45:00,49.937,,,,
4577,15/11/14 23:15:00,50.113,,,,
4578,15/11/14 23:45:00,50.113,,,,
4579,15/11/15 00:15:00,50.113,,,,
4580,15/11/15 00:45:00,50.113,,,,
4581,15/11/15 01:15:00,49.937,,,,
4582,15/11/15 01:45:00,49.937,,,,
4583,15/11/15 02:15:00,49.937,,,,
4584,15/11/15 02:45:00,49.937,,,,
4585,15/11/15 03:15:00,50.113,,,,
4586,15/11/15 03:45:00,50.113,,,,
4587,15/11/15 04:15:00,49.937,,,,
4588,15/11/15 04:45:00,49.937,,,,
4589,15/11/15 05:15:00,49.937,,,,
4590,15/11/15 05:45:00,49.937,,,,
4591,15/11/15 06:15:00,49.937,,,,
4592,15/11/15 06:45:00,49.937,,,,
4593,15/11/15 07:15:00,49.937,,,,
4594,15/11/15 07:45:00,49.937,,,,
4595,15/11/15 08:15:00,49.937,,,,
4596,15/11/15 08:45:00,49.759,,,,
4597,15/11/15 09:15:00,49.759,,,,
4598,15/11/15 09:45:00,49.759,,,,
4599,15/11/15 10:15:00,49.759,,,,
4600,15/11/15 10:45:00,49.759,,,,
4601,15/11/15 11:15:00,49.759,,,,
4602,15/11/15 11:45:00,49.937,,,,
4603,15/11/15 12:15:00,49.759,,,,
4604,15/11/15 12:45:00,49.759,,,,
4605,15/11/15 13:15:00,49.759,,,,
4606,15/11/15 13:45:00,49.759,,,,
4607,15/11/15 14:15:00,49.759,,,,
4608,15/11/15 14:45:00,49.759,,,,
4609,15/11/15 15:15:00,49.759,,,,
4610,15/11/15 15:45:00,49.759,,,,
4611,15/11/15 16:15:00,49.759,,,,
4612,15/11/15 16:45:00,49.937,,,,
4613,15/11/15 17:15:00,49.937,,,,
4614,15/11/15 17:45:00,49.937,,,,
4615,15/11/15 18:15:00,50.113,,,,
4616,15/11/15 18:45:00,50.113,,,,
4617,15/11/15 19:15:00,50.113,,,,
4618,15/11/15 19:45:00,50.113,,,,
4619,15/11/15 20:15:00,50.290,,,,
4620,15/11/15 20:45:00,50.290,,,,
4621,15/11/15 21:15:00,50.290,,,,
4622,15/11/15 21:45:00,50.290,,,,
4623,15/11/15 22:15:00,50.290,,,,
4624,15/11/15 22:45:00,50.290,,,,
4625,15/11/15 23:15:00,50.290,,,,
4626,15/11/15 23:45:00,50.290,,,,
4627,15/11/16 00:15:00,50.290,,,,
4628,15/11/16 00:45:00,50.290,,,,
4629,15/11/16 01:15:00,50.290,,,,
4630,15/11/16 01:45:00,50.290,,,,
4631,15/11/16 02:15:00,50.290,,,,
4632,15/11/16 02:45:00,50.290,,,,
4633,15/11/16 03:15:00,50.290,,,,
4634,15/11/16 03:45:00,50.113,,,,
4635,15/11/16 04:15:00,50.113,,,,
4636,15/11/16 04:45:00,50.113,,,,
4637,15/11/16 05:15:00,50.113,,,,
4638,15/11/16 05:45:00,50.113,,,,
4639,15/11/16 06:15:00,50.113,,,,
4640,15/11/16 06:45:00,50.113,,,,
4641,15/11/16 07:15:00,50.113,,,,
4642,15/11/16 07:45:00,50.290,,,,
4643,15/11/16 08:15:00,50.290,,,,
4644,15/11/16 08:45:00,50.290,,,,
4645,15/11/16 09:15:00,50.290,,,,
4646,15/11/16 09:45:00,50.290,,,,
4647,15/11/16 10:15:00,50.290,,,,
4648,15/11/16 10:45:00,50.466,,,,
4649,15/11/16 11:15:00,50.643,,,,
4650,15/11/16 11:45:00,50.643,,,,
4651,15/11/16 12:15:00,50.643,,,,
4652,15/11/16 12:45:00,50.643,,,,
4653,15/11/16 13:15:00,50.643,,,,
4654,15/11/16 13:45:00,50.643,,,,
4655,15/11/16 14:15:00,50.643,,,,
4656,15/11/16 14:45:00,50.643,,,,
4657,15/11/16 15:15:00,50.643,,,,
4658,15/11/16 15:45:00,50.643,,,,
4659,15/11/16 16:15:00,50.643,,,,
4660,15/11/16 16:45:00,50.643,,,,
4661,15/11/16 17:15:00,50.643,,,,
4662,15/11/16 17:45:00,50.643,,,,
4663,15/11/16 18:15:00,50.643,,,,
4664,15/11/16 18:45:00,50.643,,,,
4665,15/11/16 19:15:00,50.643,,,,
4666,15/11/16 19:45:00,50.643,,,,
4667,15/11/16 20:15:00,50.643,,,,
4668,15/11/16 20:45:00,50.643,,,,
4669,15/11/16 21:15:00,50.466,,,,
4670,15/11/16 21:45:00,50.466,,,,
4671,15/11/16 22:15:00,50.466,,,,
4672,15/11/16 22:45:00,50.466,,,,
4673,15/11/16 23:15:00,50.290,,,,
4674,15/11/16 23:45:00,50.290,,,,
4675,15/11/17 00:15:00,50.113,,,,
4676,15/11/17 00:45:00,50.113,,,,
4677,15/11/17 01:15:00,50.113,,,,
4678,15/11/17 01:45:00,50.290,,,,
4679,15/11/17 02:15:00,50.290,,,,
4680,15/11/17 02:45:00,50.290,,,,
4681,15/11/17 03:15:00,50.113,,,,
4682,15/11/17 03:45:00,50.113,,,,
4683,15/11/17 04:15:00,50.113,,,,
4684,15/11/17 04:45:00,50.113,,,,
4685,15/11/17 05:15:00,50.113,,,,
4686,15/11/17 05:45:00,50.113,,,,
4687,15/11/17 06:15:00,50.113,,,,
4688,15/11/17 06:45:00,50.113,,,,
4689,15/11/17 07:15:00,50.113,,,,
4690,15/11/17 07:45:00,50.113,,,,
4691,15/11/17 08:15:00,49.937,,,,
4692,15/11/17 08:45:00,49.937,,,,
4693,15/11/17 09:15:00,49.937,,,,
4694,15/11/17 09:45:00,49.937,,,,
4695,15/11/17 10:15:00,49.937,,,,
4696,15/11/17 10:45:00,49.937,,,,
4697,15/11/17 11:15:00,49.937,,,,
4698,15/11/17 11:45:00,50.113,,,,
4699,15/11/17 12:15:00,50.113,,,,
4700,15/11/17 12:45:00,50.113,,,,
4701,15/11/17 13:15:00,50.290,,,,
4702,15/11/17 13:45:00,50.290,,,,
4703,15/11/17 14:15:00,50.290,,,,
4704,15/11/17 14:45:00,50.290,,,,
4705,15/11/17 15:15:00,50.290,,,,
4706,15/11/17 15:45:00,50.290,,,,
4707,15/11/17 16:15:00,50.290,,,,
4708,15/11/17 16:45:00,50.290,,,,
4709,15/11/17 17:15:00,50.290,,,,
4710,15/11/17 17:45:00,50.290,,,,
4711,15/11/17 18:15:00,50.290,,,,
4712,15/11/17 18:45:00,50.290,,,,
4713,15/11/17 19:15:00,50.113,,,,
4714,15/11/17 19:45:00,50.113,,,,
4715,15/11/17 20:15:00,50.113,,,,
4716,15/11/17 20:45:00,50.113,,,,
4717,15/11/17 21:15:00,50.113,,,,
4718,15/11/17 21:45:00,50.113,,,,
4719,15/11/17 22:15:00,50.113,,,,
4720,15/11/17 22:45:00,50.113,,,,
4721,15/11/17 23:15:00,50.290,,,,
4722,15/11/17 23:45:00,50.290,,,,
4723,15/11/18 00:15:00,50.290,,,,
4724,15/11/18 00:45:00,50.290,,,,
4725,15/11/18 01:15:00,50.290,,,,
4726,15/11/18 01:45:00,50.290,,,,
4727,15/11/18 02:15:00,50.290,,,,
4728,15/11/18 02:45:00,50.290,,,,
4729,15/11/18 03:15:00,50.290,,,,
4730,15/11/18 03:45:00,50.290,,,,
