"Plot Title: 10442660"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10442660, SEN S/N: 10442660)","Coupler Attached (LGR S/N: 10442660)","Coupler Detached (LGR S/N: 10442660)","Host Connected (LGR S/N: 10442660)","Stopped (LGR S/N: 10442660)","End Of File (LGR S/N: 10442660)"
42,07/21/14 04:30:00 AM,58.131,,,,,
43,07/21/14 05:00:00 AM,58.131,,,,,
44,07/21/14 05:30:00 AM,58.131,,,,,
45,07/21/14 06:00:00 AM,57.785,,,,,
46,07/21/14 06:30:00 AM,58.131,,,,,
47,07/21/14 07:00:00 AM,59.680,,,,,
48,07/21/14 07:30:00 AM,59.851,,,,,
49,07/21/14 08:00:00 AM,59.680,,,,,
50,07/21/14 08:30:00 AM,60.195,,,,,
51,07/21/14 09:00:00 AM,60.712,,,,,
52,07/21/14 09:30:00 AM,62.083,,,,,
53,07/21/14 10:00:00 AM,54.669,,,,,
54,07/21/14 10:30:00 AM,51.699,,,,,
55,07/21/14 11:00:00 AM,52.576,,,,,
56,07/21/14 11:30:00 AM,54.669,,,,,
57,07/21/14 12:00:00 PM,55.189,,,,,
58,07/21/14 12:30:00 PM,54.322,,,,,
59,07/21/14 01:00:00 PM,54.322,,,,,
60,07/21/14 01:30:00 PM,54.669,,,,,
61,07/21/14 02:00:00 PM,56.057,,,,,
62,07/21/14 02:30:00 PM,54.322,,,,,
63,07/21/14 03:00:00 PM,55.711,,,,,
64,07/21/14 03:30:00 PM,57.268,,,,,
65,07/21/14 04:00:00 PM,53.798,,,,,
66,07/21/14 04:30:00 PM,56.750,,,,,
67,07/21/14 05:00:00 PM,56.404,,,,,
68,07/21/14 05:30:00 PM,56.923,,,,,
69,07/21/14 06:00:00 PM,55.537,,,,,
70,07/21/14 06:30:00 PM,54.842,,,,,
71,07/21/14 07:00:00 PM,54.669,,,,,
72,07/21/14 07:30:00 PM,51.523,,,,,
73,07/21/14 08:00:00 PM,53.973,,,,,
74,07/21/14 08:30:00 PM,51.346,,,,,
75,07/21/14 09:00:00 PM,53.274,,,,,
76,07/21/14 09:30:00 PM,55.189,,,,,
77,07/21/14 10:00:00 PM,54.669,,,,,
78,07/21/14 10:30:00 PM,52.750,,,,,
79,07/21/14 11:00:00 PM,51.523,,,,,
80,07/21/14 11:30:00 PM,53.274,,,,,
81,07/22/14 12:00:00 AM,53.973,,,,,
82,07/22/14 12:30:00 AM,54.147,,,,,
83,07/22/14 01:00:00 AM,55.884,,,,,
84,07/22/14 01:30:00 AM,57.441,,,,,
85,07/22/14 02:00:00 AM,58.303,,,,,
86,07/22/14 02:30:00 AM,59.851,,,,,
87,07/22/14 03:00:00 AM,60.368,,,,,
88,07/22/14 03:30:00 AM,60.368,,,,,
89,07/22/14 04:00:00 AM,60.368,,,,,
90,07/22/14 04:30:00 AM,57.785,,,,,
91,07/22/14 05:00:00 AM,56.577,,,,,
92,07/22/14 05:30:00 AM,57.441,,,,,
93,07/22/14 06:00:00 AM,57.441,,,,,
94,07/22/14 06:30:00 AM,57.096,,,,,
95,07/22/14 07:00:00 AM,55.711,,,,,
96,07/22/14 07:30:00 AM,55.537,,,,,
97,07/22/14 08:00:00 AM,49.759,,,,,
98,07/22/14 08:30:00 AM,49.582,,,,,
99,07/22/14 09:00:00 AM,50.290,,,,,
100,07/22/14 09:30:00 AM,48.871,,,,,
101,07/22/14 10:00:00 AM,52.750,,,,,
102,07/22/14 10:30:00 AM,50.643,,,,,
103,07/22/14 11:00:00 AM,49.404,,,,,
104,07/22/14 11:30:00 AM,50.466,,,,,
105,07/22/14 12:00:00 PM,49.050,,,,,
106,07/22/14 12:30:00 PM,50.466,,,,,
107,07/22/14 01:00:00 PM,53.100,,,,,
108,07/22/14 01:30:00 PM,53.100,,,,,
109,07/22/14 02:00:00 PM,56.577,,,,,
110,07/22/14 02:30:00 PM,56.577,,,,,
111,07/22/14 03:00:00 PM,55.537,,,,,
112,07/22/14 03:30:00 PM,55.711,,,,,
113,07/22/14 04:00:00 PM,55.884,,,,,
114,07/22/14 04:30:00 PM,53.623,,,,,
115,07/22/14 05:00:00 PM,55.189,,,,,
116,07/22/14 05:30:00 PM,57.268,,,,,
117,07/22/14 06:00:00 PM,59.337,,,,,
118,07/22/14 06:30:00 PM,55.537,,,,,
119,07/22/14 07:00:00 PM,56.923,,,,,
120,07/22/14 07:30:00 PM,55.017,,,,,
121,07/22/14 08:00:00 PM,56.057,,,,,
122,07/22/14 08:30:00 PM,57.785,,,,,
123,07/22/14 09:00:00 PM,55.364,,,,,
124,07/22/14 09:30:00 PM,50.995,,,,,
125,07/22/14 10:00:00 PM,50.995,,,,,
126,07/22/14 10:30:00 PM,51.346,,,,,
127,07/22/14 11:00:00 PM,51.523,,,,,
128,07/22/14 11:30:00 PM,52.576,,,,,
129,07/23/14 12:00:00 AM,53.100,,,,,
130,07/23/14 12:30:00 AM,52.925,,,,,
131,07/23/14 01:00:00 AM,52.050,,,,,
132,07/23/14 01:30:00 AM,52.401,,,,,
133,07/23/14 02:00:00 AM,52.750,,,,,
134,07/23/14 02:30:00 AM,52.225,,,,,
135,07/23/14 03:00:00 AM,53.449,,,,,
136,07/23/14 03:30:00 AM,55.189,,,,,
137,07/23/14 04:00:00 AM,56.230,,,,,
138,07/23/14 04:30:00 AM,56.577,,,,,
139,07/23/14 05:00:00 AM,57.614,,,,,
140,07/23/14 05:30:00 AM,56.750,,,,,
141,07/23/14 06:00:00 AM,54.842,,,,,
142,07/23/14 06:30:00 AM,55.711,,,,,
143,07/23/14 07:00:00 AM,60.024,,,,,
144,07/23/14 07:30:00 AM,60.024,,,,,
145,07/23/14 08:00:00 AM,57.268,,,,,
146,07/23/14 08:30:00 AM,55.537,,,,,
147,07/23/14 09:00:00 AM,54.669,,,,,
148,07/23/14 09:30:00 AM,55.537,,,,,
149,07/23/14 10:00:00 AM,55.884,,,,,
150,07/23/14 10:30:00 AM,52.925,,,,,
151,07/23/14 11:00:00 AM,54.147,,,,,
152,07/23/14 11:30:00 AM,52.925,,,,,
153,07/23/14 12:00:00 PM,53.100,,,,,
154,07/23/14 12:30:00 PM,55.189,,,,,
155,07/23/14 01:00:00 PM,57.785,,,,,
156,07/23/14 01:30:00 PM,56.404,,,,,
157,07/23/14 02:00:00 PM,54.842,,,,,
158,07/23/14 02:30:00 PM,55.364,,,,,
159,07/23/14 03:00:00 PM,57.268,,,,,
160,07/23/14 03:30:00 PM,57.614,,,,,
161,07/23/14 04:00:00 PM,56.230,,,,,
162,07/23/14 04:30:00 PM,59.337,,,,,
163,07/23/14 05:00:00 PM,59.508,,,,,
164,07/23/14 05:30:00 PM,60.195,,,,,
165,07/23/14 06:00:00 PM,60.712,,,,,
166,07/23/14 06:30:00 PM,56.750,,,,,
167,07/23/14 07:00:00 PM,56.230,,,,,
168,07/23/14 07:30:00 PM,55.537,,,,,
169,07/23/14 08:00:00 PM,56.750,,,,,
170,07/23/14 08:30:00 PM,56.057,,,,,
171,07/23/14 09:00:00 PM,56.923,,,,,
172,07/23/14 09:30:00 PM,54.842,,,,,
173,07/23/14 10:00:00 PM,55.537,,,,,
174,07/23/14 10:30:00 PM,55.364,,,,,
175,07/23/14 11:00:00 PM,56.057,,,,,
176,07/23/14 11:30:00 PM,52.750,,,,,
177,07/24/14 12:00:00 AM,53.274,,,,,
178,07/24/14 12:30:00 AM,53.973,,,,,
179,07/24/14 01:00:00 AM,54.669,,,,,
180,07/24/14 01:30:00 AM,53.973,,,,,
181,07/24/14 02:00:00 AM,58.476,,,,,
182,07/24/14 02:30:00 AM,62.769,,,,,
183,07/24/14 03:00:00 AM,62.598,,,,,
184,07/24/14 03:30:00 AM,63.282,,,,,
185,07/24/14 04:00:00 AM,63.455,,,,,
186,07/24/14 04:30:00 AM,63.455,,,,,
187,07/24/14 05:00:00 AM,61.054,,,,,
188,07/24/14 05:30:00 AM,61.741,,,,,
189,07/24/14 06:00:00 AM,62.083,,,,,
190,07/24/14 06:30:00 AM,60.539,,,,,
191,07/24/14 07:00:00 AM,57.096,,,,,
192,07/24/14 07:30:00 AM,57.268,,,,,
193,07/24/14 08:00:00 AM,54.147,,,,,
194,07/24/14 08:30:00 AM,58.820,,,,,
195,07/24/14 09:00:00 AM,60.539,,,,,
196,07/24/14 09:30:00 AM,58.476,,,,,
197,07/24/14 10:00:00 AM,52.925,,,,,
198,07/24/14 10:30:00 AM,53.623,,,,,
199,07/24/14 11:00:00 AM,51.346,,,,,
200,07/24/14 11:30:00 AM,51.874,,,,,
201,07/24/14 12:00:00 PM,56.057,,,,,
202,07/24/14 12:30:00 PM,55.189,,,,,
203,07/24/14 01:00:00 PM,57.441,,,,,
204,07/24/14 01:30:00 PM,57.441,,,,,
205,07/24/14 02:00:00 PM,58.303,,,,,
206,07/24/14 02:30:00 PM,55.711,,,,,
207,07/24/14 03:00:00 PM,55.884,,,,,
208,07/24/14 03:30:00 PM,55.017,,,,,
209,07/24/14 04:00:00 PM,58.303,,,,,
210,07/24/14 04:30:00 PM,60.024,,,,,
211,07/24/14 05:00:00 PM,59.164,,,,,
212,07/24/14 05:30:00 PM,60.195,,,,,
213,07/24/14 06:00:00 PM,59.851,,,,,
214,07/24/14 06:30:00 PM,60.539,,,,,
215,07/24/14 07:00:00 PM,61.569,,,,,
216,07/24/14 07:30:00 PM,59.680,,,,,
217,07/24/14 08:00:00 PM,58.993,,,,,
218,07/24/14 08:30:00 PM,61.741,,,,,
219,07/24/14 09:00:00 PM,59.508,,,,,
220,07/24/14 09:30:00 PM,58.647,,,,,
221,07/24/14 10:00:00 PM,57.441,,,,,
222,07/24/14 10:30:00 PM,54.842,,,,,
223,07/24/14 11:00:00 PM,57.785,,,,,
224,07/24/14 11:30:00 PM,59.337,,,,,
225,07/25/14 12:00:00 AM,57.958,,,,,
226,07/25/14 12:30:00 AM,59.680,,,,,
227,07/25/14 01:00:00 AM,61.227,,,,,
228,07/25/14 01:30:00 AM,61.912,,,,,
229,07/25/14 02:00:00 AM,62.425,,,,,
230,07/25/14 02:30:00 AM,63.282,,,,,
231,07/25/14 03:00:00 AM,63.282,,,,,
232,07/25/14 03:30:00 AM,62.940,,,,,
233,07/25/14 04:00:00 AM,62.940,,,,,
234,07/25/14 04:30:00 AM,59.337,,,,,
235,07/25/14 05:00:00 AM,62.083,,,,,
236,07/25/14 05:30:00 AM,60.712,,,,,
237,07/25/14 06:00:00 AM,62.254,,,,,
238,07/25/14 06:30:00 AM,60.712,,,,,
239,07/25/14 07:00:00 AM,54.495,,,,,
240,07/25/14 07:30:00 AM,58.131,,,,,
241,07/25/14 08:00:00 AM,60.024,,,,,
242,07/25/14 08:30:00 AM,59.337,,,,,
243,07/25/14 09:00:00 AM,58.993,,,,,
244,07/25/14 09:30:00 AM,59.508,,,,,
245,07/25/14 10:00:00 AM,57.268,,,,,
246,07/25/14 10:30:00 AM,55.884,,,,,
247,07/25/14 11:00:00 AM,53.973,,,,,
248,07/25/14 11:30:00 AM,52.750,,,,,
249,07/25/14 12:00:00 PM,53.449,,,,,
250,07/25/14 12:30:00 PM,53.798,,,,,
251,07/25/14 01:00:00 PM,56.750,,,,,
252,07/25/14 01:30:00 PM,57.441,,,,,
253,07/25/14 02:00:00 PM,57.268,,,,,
254,07/25/14 02:30:00 PM,56.230,,,,,
255,07/25/14 03:00:00 PM,56.230,,,,,
256,07/25/14 03:30:00 PM,56.577,,,,,
257,07/25/14 04:00:00 PM,56.577,,,,,
258,07/25/14 04:30:00 PM,57.096,,,,,
259,07/25/14 05:00:00 PM,58.303,,,,,
260,07/25/14 05:30:00 PM,58.476,,,,,
261,07/25/14 06:00:00 PM,59.851,,,,,
262,07/25/14 06:30:00 PM,59.508,,,,,
263,07/25/14 07:00:00 PM,58.993,,,,,
264,07/25/14 07:30:00 PM,58.993,,,,,
265,07/25/14 08:00:00 PM,57.096,,,,,
266,07/25/14 08:30:00 PM,55.364,,,,,
267,07/25/14 09:00:00 PM,55.711,,,,,
268,07/25/14 09:30:00 PM,58.303,,,,,
269,07/25/14 10:00:00 PM,58.820,,,,,
270,07/25/14 10:30:00 PM,55.711,,,,,
271,07/25/14 11:00:00 PM,55.364,,,,,
272,07/25/14 11:30:00 PM,57.441,,,,,
273,07/26/14 12:00:00 AM,55.364,,,,,
274,07/26/14 12:30:00 AM,52.401,,,,,
275,07/26/14 01:00:00 AM,53.798,,,,,
276,07/26/14 01:30:00 AM,52.750,,,,,
277,07/26/14 02:00:00 AM,57.096,,,,,
278,07/26/14 02:30:00 AM,55.711,,,,,
279,07/26/14 03:00:00 AM,58.476,,,,,
280,07/26/14 03:30:00 AM,60.712,,,,,
281,07/26/14 04:00:00 AM,59.680,,,,,
282,07/26/14 04:30:00 AM,59.508,,,,,
283,07/26/14 05:00:00 AM,61.741,,,,,
284,07/26/14 05:30:00 AM,62.254,,,,,
285,07/26/14 06:00:00 AM,62.769,,,,,
286,07/26/14 06:30:00 AM,62.083,,,,,
287,07/26/14 07:00:00 AM,61.741,,,,,
288,07/26/14 07:30:00 AM,58.303,,,,,
289,07/26/14 08:00:00 AM,57.268,,,,,
290,07/26/14 08:30:00 AM,53.100,,,,,
291,07/26/14 09:00:00 AM,53.449,,,,,
292,07/26/14 09:30:00 AM,52.225,,,,,
293,07/26/14 10:00:00 AM,56.750,,,,,
294,07/26/14 10:30:00 AM,56.230,,,,,
295,07/26/14 11:00:00 AM,56.057,,,,,
296,07/26/14 11:30:00 AM,56.230,,,,,
297,07/26/14 12:00:00 PM,55.884,,,,,
298,07/26/14 12:30:00 PM,54.842,,,,,
299,07/26/14 01:00:00 PM,54.322,,,,,
300,07/26/14 01:30:00 PM,56.057,,,,,
301,07/26/14 02:00:00 PM,55.189,,,,,
302,07/26/14 02:30:00 PM,55.364,,,,,
303,07/26/14 03:00:00 PM,56.577,,,,,
304,07/26/14 03:30:00 PM,55.537,,,,,
305,07/26/14 04:00:00 PM,56.057,,,,,
306,07/26/14 04:30:00 PM,59.508,,,,,
307,07/26/14 05:00:00 PM,60.368,,,,,
308,07/26/14 05:30:00 PM,61.227,,,,,
309,07/26/14 06:00:00 PM,61.398,,,,,
310,07/26/14 06:30:00 PM,61.227,,,,,
311,07/26/14 07:00:00 PM,61.054,,,,,
312,07/26/14 07:30:00 PM,61.227,,,,,
313,07/26/14 08:00:00 PM,60.539,,,,,
314,07/26/14 08:30:00 PM,59.508,,,,,
315,07/26/14 09:00:00 PM,61.227,,,,,
316,07/26/14 09:30:00 PM,59.337,,,,,
317,07/26/14 10:00:00 PM,55.537,,,,,
318,07/26/14 10:30:00 PM,59.164,,,,,
319,07/26/14 11:00:00 PM,58.476,,,,,
320,07/26/14 11:30:00 PM,54.842,,,,,
321,07/27/14 12:00:00 AM,56.230,,,,,
322,07/27/14 12:30:00 AM,57.096,,,,,
323,07/27/14 01:00:00 AM,55.364,,,,,
324,07/27/14 01:30:00 AM,52.925,,,,,
325,07/27/14 02:00:00 AM,55.189,,,,,
326,07/27/14 02:30:00 AM,56.057,,,,,
327,07/27/14 03:00:00 AM,57.614,,,,,
328,07/27/14 03:30:00 AM,56.404,,,,,
329,07/27/14 04:00:00 AM,57.441,,,,,
330,07/27/14 04:30:00 AM,58.303,,,,,
331,07/27/14 05:00:00 AM,60.539,,,,,
332,07/27/14 05:30:00 AM,61.054,,,,,
333,07/27/14 06:00:00 AM,62.083,,,,,
334,07/27/14 06:30:00 AM,62.425,,,,,
335,07/27/14 07:00:00 AM,60.883,,,,,
336,07/27/14 07:30:00 AM,61.227,,,,,
337,07/27/14 08:00:00 AM,61.227,,,,,
338,07/27/14 08:30:00 AM,59.508,,,,,
339,07/27/14 09:00:00 AM,61.227,,,,,
340,07/27/14 09:30:00 AM,60.712,,,,,
341,07/27/14 10:00:00 AM,59.851,,,,,
342,07/27/14 10:30:00 AM,58.647,,,,,
343,07/27/14 11:00:00 AM,58.131,,,,,
344,07/27/14 11:30:00 AM,56.230,,,,,
345,07/27/14 12:00:00 PM,58.303,,,,,
346,07/27/14 12:30:00 PM,55.017,,,,,
347,07/27/14 01:00:00 PM,55.537,,,,,
348,07/27/14 01:30:00 PM,53.973,,,,,
349,07/27/14 02:00:00 PM,53.100,,,,,
350,07/27/14 02:30:00 PM,52.576,,,,,
351,07/27/14 03:00:00 PM,53.798,,,,,
352,07/27/14 03:30:00 PM,55.017,,,,,
353,07/27/14 04:00:00 PM,57.785,,,,,
354,07/27/14 04:30:00 PM,58.993,,,,,
355,07/27/14 05:00:00 PM,60.024,,,,,
356,07/27/14 05:30:00 PM,60.024,,,,,
357,07/27/14 06:00:00 PM,60.195,,,,,
358,07/27/14 06:30:00 PM,60.195,,,,,
359,07/27/14 07:00:00 PM,60.195,,,,,
360,07/27/14 07:30:00 PM,60.195,,,,,
361,07/27/14 08:00:00 PM,60.539,,,,,
362,07/27/14 08:30:00 PM,60.539,,,,,
363,07/27/14 09:00:00 PM,60.539,,,,,
364,07/27/14 09:30:00 PM,60.712,,,,,
365,07/27/14 10:00:00 PM,60.539,,,,,
366,07/27/14 10:30:00 PM,60.712,,,,,
367,07/27/14 11:00:00 PM,60.883,,,,,
368,07/27/14 11:30:00 PM,61.054,,,,,
369,07/28/14 12:00:00 AM,59.680,,,,,
370,07/28/14 12:30:00 AM,58.303,,,,,
371,07/28/14 01:00:00 AM,55.884,,,,,
372,07/28/14 01:30:00 AM,56.577,,,,,
373,07/28/14 02:00:00 AM,57.958,,,,,
374,07/28/14 02:30:00 AM,57.441,,,,,
375,07/28/14 03:00:00 AM,56.230,,,,,
376,07/28/14 03:30:00 AM,59.164,,,,,
377,07/28/14 04:00:00 AM,59.337,,,,,
378,07/28/14 04:30:00 AM,59.851,,,,,
379,07/28/14 05:00:00 AM,58.647,,,,,
380,07/28/14 05:30:00 AM,60.368,,,,,
381,07/28/14 06:00:00 AM,60.883,,,,,
382,07/28/14 06:30:00 AM,61.054,,,,,
383,07/28/14 07:00:00 AM,60.883,,,,,
384,07/28/14 07:30:00 AM,60.368,,,,,
385,07/28/14 08:00:00 AM,59.164,,,,,
386,07/28/14 08:30:00 AM,54.495,,,,,
387,07/28/14 09:00:00 AM,57.096,,,,,
388,07/28/14 09:30:00 AM,57.785,,,,,
389,07/28/14 10:00:00 AM,56.750,,,,,
390,07/28/14 10:30:00 AM,60.368,,,,,
391,07/28/14 11:00:00 AM,59.851,,,,,
392,07/28/14 11:30:00 AM,58.647,,,,,
393,07/28/14 12:00:00 PM,58.131,,,,,
394,07/28/14 12:30:00 PM,54.495,,,,,
395,07/28/14 01:00:00 PM,56.923,,,,,
396,07/28/14 01:30:00 PM,56.577,,,,,
397,07/28/14 02:00:00 PM,57.096,,,,,
398,07/28/14 02:30:00 PM,57.268,,,,,
399,07/28/14 03:00:00 PM,56.577,,,,,
400,07/28/14 03:30:00 PM,56.923,,,,,
401,07/28/14 04:00:00 PM,56.404,,,,,
402,07/28/14 04:30:00 PM,56.404,,,,,
403,07/28/14 05:00:00 PM,55.884,,,,,
404,07/28/14 05:30:00 PM,55.884,,,,,
405,07/28/14 06:00:00 PM,57.096,,,,,
406,07/28/14 06:30:00 PM,58.476,,,,,
407,07/28/14 07:00:00 PM,58.820,,,,,
408,07/28/14 07:30:00 PM,58.131,,,,,
409,07/28/14 08:00:00 PM,57.958,,,,,
410,07/28/14 08:30:00 PM,56.750,,,,,
411,07/28/14 09:00:00 PM,57.958,,,,,
412,07/28/14 09:30:00 PM,58.476,,,,,
413,07/28/14 10:00:00 PM,58.820,,,,,
414,07/28/14 10:30:00 PM,59.680,,,,,
415,07/28/14 11:00:00 PM,60.195,,,,,
416,07/28/14 11:30:00 PM,60.368,,,,,
417,07/29/14 12:00:00 AM,60.712,,,,,
418,07/29/14 12:30:00 AM,59.337,,,,,
419,07/29/14 01:00:00 AM,57.441,,,,,
420,07/29/14 01:30:00 AM,56.577,,,,,
421,07/29/14 02:00:00 AM,53.100,,,,,
422,07/29/14 02:30:00 AM,57.785,,,,,
423,07/29/14 03:00:00 AM,58.303,,,,,
424,07/29/14 03:30:00 AM,58.131,,,,,
425,07/29/14 04:00:00 AM,56.923,,,,,
426,07/29/14 04:30:00 AM,59.851,,,,,
427,07/29/14 05:00:00 AM,59.164,,,,,
428,07/29/14 05:30:00 AM,59.337,,,,,
429,07/29/14 06:00:00 AM,60.024,,,,,
430,07/29/14 06:30:00 AM,60.024,,,,,
431,07/29/14 07:00:00 AM,60.024,,,,,
432,07/29/14 07:30:00 AM,60.024,,,,,
433,07/29/14 08:00:00 AM,60.195,,,,,
434,07/29/14 08:30:00 AM,60.195,,,,,
435,07/29/14 09:00:00 AM,60.195,,,,,
436,07/29/14 09:30:00 AM,60.024,,,,,
437,07/29/14 10:00:00 AM,59.680,,,,,
438,07/29/14 10:30:00 AM,59.680,,,,,
439,07/29/14 11:00:00 AM,59.508,,,,,
440,07/29/14 11:30:00 AM,59.508,,,,,
441,07/29/14 12:00:00 PM,59.337,,,,,
442,07/29/14 12:30:00 PM,57.268,,,,,
443,07/29/14 01:00:00 PM,59.337,,,,,
444,07/29/14 01:30:00 PM,59.508,,,,,
445,07/29/14 02:00:00 PM,57.441,,,,,
446,07/29/14 02:30:00 PM,54.147,,,,,
447,07/29/14 03:00:00 PM,53.100,,,,,
448,07/29/14 03:30:00 PM,53.623,,,,,
449,07/29/14 04:00:00 PM,53.623,,,,,
450,07/29/14 04:30:00 PM,54.322,,,,,
451,07/29/14 05:00:00 PM,54.842,,,,,
452,07/29/14 05:30:00 PM,56.057,,,,,
453,07/29/14 06:00:00 PM,57.441,,,,,
454,07/29/14 06:30:00 PM,57.441,,,,,
455,07/29/14 07:00:00 PM,58.820,,,,,
456,07/29/14 07:30:00 PM,58.647,,,,,
457,07/29/14 08:00:00 PM,57.614,,,,,
458,07/29/14 08:30:00 PM,57.441,,,,,
459,07/29/14 09:00:00 PM,57.614,,,,,
460,07/29/14 09:30:00 PM,58.476,,,,,
461,07/29/14 10:00:00 PM,58.820,,,,,
462,07/29/14 10:30:00 PM,59.164,,,,,
463,07/29/14 11:00:00 PM,59.337,,,,,
464,07/29/14 11:30:00 PM,59.680,,,,,
465,07/30/14 12:00:00 AM,59.508,,,,,
466,07/30/14 12:30:00 AM,59.508,,,,,
467,07/30/14 01:00:00 AM,56.750,,,,,
468,07/30/14 01:30:00 AM,56.923,,,,,
469,07/30/14 02:00:00 AM,58.476,,,,,
470,07/30/14 02:30:00 AM,58.131,,,,,
471,07/30/14 03:00:00 AM,57.441,,,,,
472,07/30/14 03:30:00 AM,56.577,,,,,
473,07/30/14 04:00:00 AM,56.577,,,,,
474,07/30/14 04:30:00 AM,55.537,,,,,
475,07/30/14 05:00:00 AM,55.364,,,,,
476,07/30/14 05:30:00 AM,55.884,,,,,
477,07/30/14 06:00:00 AM,56.230,,,,,
478,07/30/14 06:30:00 AM,57.096,,,,,
479,07/30/14 07:00:00 AM,58.131,,,,,
480,07/30/14 07:30:00 AM,58.820,,,,,
481,07/30/14 08:00:00 AM,59.337,,,,,
482,07/30/14 08:30:00 AM,59.508,,,,,
483,07/30/14 09:00:00 AM,59.851,,,,,
484,07/30/14 09:30:00 AM,59.680,,,,,
485,07/30/14 10:00:00 AM,59.851,,,,,
486,07/30/14 10:30:00 AM,59.680,,,,,
487,07/30/14 11:00:00 AM,59.508,,,,,
488,07/30/14 11:30:00 AM,58.820,,,,,
489,07/30/14 12:00:00 PM,56.577,,,,,
490,07/30/14 12:30:00 PM,54.669,,,,,
491,07/30/14 01:00:00 PM,52.925,,,,,
492,07/30/14 01:30:00 PM,52.576,,,,,
493,07/30/14 02:00:00 PM,52.225,,,,,
494,07/30/14 02:30:00 PM,53.274,,,,,
495,07/30/14 03:00:00 PM,52.050,,,,,
496,07/30/14 03:30:00 PM,51.699,,,,,
497,07/30/14 04:00:00 PM,51.874,,,,,
498,07/30/14 04:30:00 PM,52.225,,,,,
499,07/30/14 05:00:00 PM,52.225,,,,,
500,07/30/14 05:30:00 PM,53.973,,,,,
501,07/30/14 06:00:00 PM,57.441,,,,,
502,07/30/14 06:30:00 PM,57.785,,,,,
503,07/30/14 07:00:00 PM,57.268,,,,,
504,07/30/14 07:30:00 PM,58.131,,,,,
505,07/30/14 08:00:00 PM,58.303,,,,,
506,07/30/14 08:30:00 PM,58.647,,,,,
507,07/30/14 09:00:00 PM,58.993,,,,,
508,07/30/14 09:30:00 PM,59.164,,,,,
509,07/30/14 10:00:00 PM,59.164,,,,,
510,07/30/14 10:30:00 PM,59.680,,,,,
511,07/30/14 11:00:00 PM,60.024,,,,,
512,07/30/14 11:30:00 PM,59.164,,,,,
513,07/31/14 12:00:00 AM,58.993,,,,,
514,07/31/14 12:30:00 AM,57.441,,,,,
515,07/31/14 01:00:00 AM,56.750,,,,,
516,07/31/14 01:30:00 AM,55.189,,,,,
517,07/31/14 02:00:00 AM,53.274,,,,,
518,07/31/14 02:30:00 AM,54.669,,,,,
519,07/31/14 03:00:00 AM,52.576,,,,,
520,07/31/14 03:30:00 AM,56.404,,,,,
521,07/31/14 04:00:00 AM,54.669,,,,,
522,07/31/14 04:30:00 AM,57.441,,,,,
523,07/31/14 05:00:00 AM,59.337,,,,,
524,07/31/14 05:30:00 AM,56.923,,,,,
525,07/31/14 06:00:00 AM,59.337,,,,,
526,07/31/14 06:30:00 AM,58.993,,,,,
