"Plot Title: 10442664"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10442664, SEN S/N: 10442664)","Coupler Attached (LGR S/N: 10442664)","Host Connected (LGR S/N: 10442664)","Stopped (LGR S/N: 10442664)","End Of File (LGR S/N: 10442664)"
165,07/23/14 06:00:00 PM,56.750,,,,
166,07/23/14 06:30:00 PM,56.404,,,,
167,07/23/14 07:00:00 PM,56.577,,,,
168,07/23/14 07:30:00 PM,56.577,,,,
169,07/23/14 08:00:00 PM,56.577,,,,
170,07/23/14 08:30:00 PM,56.750,,,,
171,07/23/14 09:00:00 PM,56.577,,,,
172,07/23/14 09:30:00 PM,56.404,,,,
173,07/23/14 10:00:00 PM,57.268,,,,
174,07/23/14 10:30:00 PM,58.131,,,,
175,07/23/14 11:00:00 PM,57.958,,,,
176,07/23/14 11:30:00 PM,58.476,,,,
177,07/24/14 12:00:00 AM,58.131,,,,
178,07/24/14 12:30:00 AM,56.923,,,,
179,07/24/14 01:00:00 AM,55.189,,,,
180,07/24/14 01:30:00 AM,54.322,,,,
181,07/24/14 02:00:00 AM,53.274,,,,
182,07/24/14 02:30:00 AM,53.449,,,,
183,07/24/14 03:00:00 AM,54.147,,,,
184,07/24/14 03:30:00 AM,55.537,,,,
185,07/24/14 04:00:00 AM,56.230,,,,
186,07/24/14 04:30:00 AM,55.884,,,,
187,07/24/14 05:00:00 AM,56.057,,,,
188,07/24/14 05:30:00 AM,56.230,,,,
189,07/24/14 06:00:00 AM,56.057,,,,
190,07/24/14 06:30:00 AM,54.842,,,,
191,07/24/14 07:00:00 AM,55.189,,,,
192,07/24/14 07:30:00 AM,55.017,,,,
193,07/24/14 08:00:00 AM,54.842,,,,
194,07/24/14 08:30:00 AM,53.623,,,,
195,07/24/14 09:00:00 AM,53.274,,,,
196,07/24/14 09:30:00 AM,53.100,,,,
197,07/24/14 10:00:00 AM,53.100,,,,
198,07/24/14 10:30:00 AM,53.100,,,,
199,07/24/14 11:00:00 AM,53.449,,,,
200,07/24/14 11:30:00 AM,53.100,,,,
201,07/24/14 12:00:00 PM,55.884,,,,
202,07/24/14 12:30:00 PM,56.923,,,,
203,07/24/14 01:00:00 PM,58.131,,,,
204,07/24/14 01:30:00 PM,58.476,,,,
205,07/24/14 02:00:00 PM,58.303,,,,
206,07/24/14 02:30:00 PM,58.647,,,,
207,07/24/14 03:00:00 PM,59.164,,,,
208,07/24/14 03:30:00 PM,59.680,,,,
209,07/24/14 04:00:00 PM,60.024,,,,
210,07/24/14 04:30:00 PM,59.508,,,,
211,07/24/14 05:00:00 PM,59.337,,,,
212,07/24/14 05:30:00 PM,59.508,,,,
213,07/24/14 06:00:00 PM,59.164,,,,
214,07/24/14 06:30:00 PM,58.647,,,,
215,07/24/14 07:00:00 PM,58.476,,,,
216,07/24/14 07:30:00 PM,58.303,,,,
217,07/24/14 08:00:00 PM,58.131,,,,
218,07/24/14 08:30:00 PM,58.820,,,,
219,07/24/14 09:00:00 PM,58.476,,,,
220,07/24/14 09:30:00 PM,58.993,,,,
221,07/24/14 10:00:00 PM,59.337,,,,
222,07/24/14 10:30:00 PM,58.820,,,,
223,07/24/14 11:00:00 PM,58.476,,,,
224,07/24/14 11:30:00 PM,58.303,,,,
225,07/25/14 12:00:00 AM,57.958,,,,
226,07/25/14 12:30:00 AM,57.785,,,,
227,07/25/14 01:00:00 AM,57.614,,,,
228,07/25/14 01:30:00 AM,57.096,,,,
229,07/25/14 02:00:00 AM,56.750,,,,
230,07/25/14 02:30:00 AM,57.268,,,,
231,07/25/14 03:00:00 AM,57.958,,,,
232,07/25/14 03:30:00 AM,58.820,,,,
233,07/25/14 04:00:00 AM,59.337,,,,
234,07/25/14 04:30:00 AM,59.508,,,,
235,07/25/14 05:00:00 AM,59.508,,,,
236,07/25/14 05:30:00 AM,58.993,,,,
237,07/25/14 06:00:00 AM,58.993,,,,
238,07/25/14 06:30:00 AM,60.024,,,,
239,07/25/14 07:00:00 AM,59.851,,,,
240,07/25/14 07:30:00 AM,59.680,,,,
241,07/25/14 08:00:00 AM,59.337,,,,
242,07/25/14 08:30:00 AM,58.993,,,,
243,07/25/14 09:00:00 AM,59.164,,,,
244,07/25/14 09:30:00 AM,58.476,,,,
245,07/25/14 10:00:00 AM,58.647,,,,
246,07/25/14 10:30:00 AM,58.131,,,,
247,07/25/14 11:00:00 AM,57.958,,,,
248,07/25/14 11:30:00 AM,58.131,,,,
249,07/25/14 12:00:00 PM,58.476,,,,
250,07/25/14 12:30:00 PM,58.820,,,,
251,07/25/14 01:00:00 PM,58.993,,,,
252,07/25/14 01:30:00 PM,58.647,,,,
253,07/25/14 02:00:00 PM,58.303,,,,
254,07/25/14 02:30:00 PM,58.131,,,,
255,07/25/14 03:00:00 PM,57.785,,,,
256,07/25/14 03:30:00 PM,57.785,,,,
257,07/25/14 04:00:00 PM,59.164,,,,
258,07/25/14 04:30:00 PM,60.024,,,,
259,07/25/14 05:00:00 PM,60.539,,,,
260,07/25/14 05:30:00 PM,61.569,,,,
261,07/25/14 06:00:00 PM,62.425,,,,
262,07/25/14 06:30:00 PM,62.940,,,,
263,07/25/14 07:00:00 PM,63.626,,,,
264,07/25/14 07:30:00 PM,63.455,,,,
265,07/25/14 08:00:00 PM,63.111,,,,
266,07/25/14 08:30:00 PM,63.111,,,,
267,07/25/14 09:00:00 PM,61.741,,,,
268,07/25/14 09:30:00 PM,61.398,,,,
269,07/25/14 10:00:00 PM,60.883,,,,
270,07/25/14 10:30:00 PM,60.368,,,,
271,07/25/14 11:00:00 PM,60.024,,,,
272,07/25/14 11:30:00 PM,59.164,,,,
273,07/26/14 12:00:00 AM,55.884,,,,
274,07/26/14 12:30:00 AM,55.189,,,,
275,07/26/14 01:00:00 AM,53.973,,,,
276,07/26/14 01:30:00 AM,53.274,,,,
277,07/26/14 02:00:00 AM,52.925,,,,
278,07/26/14 02:30:00 AM,52.925,,,,
279,07/26/14 03:00:00 AM,52.925,,,,
280,07/26/14 03:30:00 AM,54.147,,,,
281,07/26/14 04:00:00 AM,55.364,,,,
282,07/26/14 04:30:00 AM,56.404,,,,
283,07/26/14 05:00:00 AM,57.096,,,,
284,07/26/14 05:30:00 AM,57.096,,,,
285,07/26/14 06:00:00 AM,56.923,,,,
286,07/26/14 06:30:00 AM,57.268,,,,
287,07/26/14 07:00:00 AM,57.096,,,,
288,07/26/14 07:30:00 AM,57.441,,,,
289,07/26/14 08:00:00 AM,57.096,,,,
290,07/26/14 08:30:00 AM,56.923,,,,
291,07/26/14 09:00:00 AM,57.268,,,,
292,07/26/14 09:30:00 AM,56.577,,,,
293,07/26/14 10:00:00 AM,56.750,,,,
294,07/26/14 10:30:00 AM,57.614,,,,
295,07/26/14 11:00:00 AM,57.441,,,,
296,07/26/14 11:30:00 AM,57.268,,,,
297,07/26/14 12:00:00 PM,57.614,,,,
298,07/26/14 12:30:00 PM,58.131,,,,
299,07/26/14 01:00:00 PM,57.958,,,,
300,07/26/14 01:30:00 PM,58.303,,,,
301,07/26/14 02:00:00 PM,58.303,,,,
302,07/26/14 02:30:00 PM,57.785,,,,
303,07/26/14 03:00:00 PM,57.614,,,,
304,07/26/14 03:30:00 PM,58.303,,,,
305,07/26/14 04:00:00 PM,58.820,,,,
306,07/26/14 04:30:00 PM,59.337,,,,
307,07/26/14 05:00:00 PM,60.368,,,,
308,07/26/14 05:30:00 PM,60.539,,,,
309,07/26/14 06:00:00 PM,60.368,,,,
310,07/26/14 06:30:00 PM,60.368,,,,
311,07/26/14 07:00:00 PM,60.024,,,,
312,07/26/14 07:30:00 PM,59.164,,,,
313,07/26/14 08:00:00 PM,58.647,,,,
314,07/26/14 08:30:00 PM,58.476,,,,
315,07/26/14 09:00:00 PM,58.131,,,,
316,07/26/14 09:30:00 PM,57.958,,,,
317,07/26/14 10:00:00 PM,57.785,,,,
318,07/26/14 10:30:00 PM,57.785,,,,
319,07/26/14 11:00:00 PM,57.614,,,,
320,07/26/14 11:30:00 PM,57.441,,,,
321,07/27/14 12:00:00 AM,57.268,,,,
322,07/27/14 12:30:00 AM,56.750,,,,
323,07/27/14 01:00:00 AM,56.057,,,,
324,07/27/14 01:30:00 AM,55.189,,,,
325,07/27/14 02:00:00 AM,54.495,,,,
326,07/27/14 02:30:00 AM,54.147,,,,
327,07/27/14 03:00:00 AM,53.973,,,,
328,07/27/14 03:30:00 AM,53.798,,,,
329,07/27/14 04:00:00 AM,53.973,,,,
330,07/27/14 04:30:00 AM,54.842,,,,
331,07/27/14 05:00:00 AM,56.230,,,,
332,07/27/14 05:30:00 AM,57.785,,,,
333,07/27/14 06:00:00 AM,59.164,,,,
334,07/27/14 06:30:00 AM,59.851,,,,
335,07/27/14 07:00:00 AM,60.712,,,,
336,07/27/14 07:30:00 AM,60.195,,,,
337,07/27/14 08:00:00 AM,59.851,,,,
338,07/27/14 08:30:00 AM,58.476,,,,
339,07/27/14 09:00:00 AM,58.131,,,,
340,07/27/14 09:30:00 AM,57.785,,,,
341,07/27/14 10:00:00 AM,56.923,,,,
342,07/27/14 10:30:00 AM,56.577,,,,
343,07/27/14 11:00:00 AM,56.577,,,,
344,07/27/14 11:30:00 AM,56.750,,,,
345,07/27/14 12:00:00 PM,56.404,,,,
346,07/27/14 12:30:00 PM,56.230,,,,
347,07/27/14 01:00:00 PM,56.577,,,,
348,07/27/14 01:30:00 PM,57.268,,,,
349,07/27/14 02:00:00 PM,58.647,,,,
350,07/27/14 02:30:00 PM,60.024,,,,
351,07/27/14 03:00:00 PM,61.227,,,,
352,07/27/14 03:30:00 PM,61.569,,,,
353,07/27/14 04:00:00 PM,60.883,,,,
354,07/27/14 04:30:00 PM,61.054,,,,
355,07/27/14 05:00:00 PM,61.741,,,,
356,07/27/14 05:30:00 PM,61.912,,,,
357,07/27/14 06:00:00 PM,62.083,,,,
358,07/27/14 06:30:00 PM,62.083,,,,
359,07/27/14 07:00:00 PM,62.083,,,,
360,07/27/14 07:30:00 PM,62.083,,,,
361,07/27/14 08:00:00 PM,61.912,,,,
362,07/27/14 08:30:00 PM,61.912,,,,
363,07/27/14 09:00:00 PM,61.912,,,,
364,07/27/14 09:30:00 PM,61.741,,,,
365,07/27/14 10:00:00 PM,60.883,,,,
366,07/27/14 10:30:00 PM,59.508,,,,
367,07/27/14 11:00:00 PM,58.131,,,,
368,07/27/14 11:30:00 PM,56.750,,,,
369,07/28/14 12:00:00 AM,56.057,,,,
370,07/28/14 12:30:00 AM,56.057,,,,
371,07/28/14 01:00:00 AM,55.884,,,,
372,07/28/14 01:30:00 AM,55.189,,,,
373,07/28/14 02:00:00 AM,54.147,,,,
374,07/28/14 02:30:00 AM,52.925,,,,
375,07/28/14 03:00:00 AM,52.225,,,,
376,07/28/14 03:30:00 AM,51.523,,,,
377,07/28/14 04:00:00 AM,51.172,,,,
378,07/28/14 04:30:00 AM,50.995,,,,
379,07/28/14 05:00:00 AM,51.172,,,,
380,07/28/14 05:30:00 AM,51.523,,,,
381,07/28/14 06:00:00 AM,51.874,,,,
382,07/28/14 06:30:00 AM,52.750,,,,
383,07/28/14 07:00:00 AM,54.147,,,,
384,07/28/14 07:30:00 AM,56.230,,,,
385,07/28/14 08:00:00 AM,57.614,,,,
386,07/28/14 08:30:00 AM,58.647,,,,
387,07/28/14 09:00:00 AM,58.993,,,,
388,07/28/14 09:30:00 AM,58.820,,,,
389,07/28/14 10:00:00 AM,58.993,,,,
390,07/28/14 10:30:00 AM,59.337,,,,
391,07/28/14 11:00:00 AM,59.337,,,,
392,07/28/14 11:30:00 AM,58.647,,,,
393,07/28/14 12:00:00 PM,58.131,,,,
394,07/28/14 12:30:00 PM,57.958,,,,
395,07/28/14 01:00:00 PM,57.958,,,,
396,07/28/14 01:30:00 PM,57.785,,,,
397,07/28/14 02:00:00 PM,58.647,,,,
398,07/28/14 02:30:00 PM,59.337,,,,
399,07/28/14 03:00:00 PM,60.024,,,,
400,07/28/14 03:30:00 PM,60.368,,,,
401,07/28/14 04:00:00 PM,60.539,,,,
402,07/28/14 04:30:00 PM,60.195,,,,
403,07/28/14 05:00:00 PM,60.195,,,,
404,07/28/14 05:30:00 PM,60.024,,,,
405,07/28/14 06:00:00 PM,60.539,,,,
406,07/28/14 06:30:00 PM,60.883,,,,
407,07/28/14 07:00:00 PM,61.054,,,,
408,07/28/14 07:30:00 PM,60.539,,,,
409,07/28/14 08:00:00 PM,59.680,,,,
410,07/28/14 08:30:00 PM,58.993,,,,
411,07/28/14 09:00:00 PM,58.820,,,,
412,07/28/14 09:30:00 PM,58.820,,,,
413,07/28/14 10:00:00 PM,59.337,,,,
414,07/28/14 10:30:00 PM,60.024,,,,
415,07/28/14 11:00:00 PM,59.508,,,,
416,07/28/14 11:30:00 PM,58.993,,,,
417,07/29/14 12:00:00 AM,58.303,,,,
418,07/29/14 12:30:00 AM,57.785,,,,
419,07/29/14 01:00:00 AM,57.614,,,,
420,07/29/14 01:30:00 AM,56.750,,,,
421,07/29/14 02:00:00 AM,56.230,,,,
422,07/29/14 02:30:00 AM,55.364,,,,
423,07/29/14 03:00:00 AM,52.925,,,,
424,07/29/14 03:30:00 AM,50.819,,,,
425,07/29/14 04:00:00 AM,50.643,,,,
426,07/29/14 04:30:00 AM,51.346,,,,
427,07/29/14 05:00:00 AM,53.274,,,,
428,07/29/14 05:30:00 AM,55.884,,,,
429,07/29/14 06:00:00 AM,57.441,,,,
430,07/29/14 06:30:00 AM,58.476,,,,
431,07/29/14 07:00:00 AM,59.164,,,,
432,07/29/14 07:30:00 AM,59.337,,,,
433,07/29/14 08:00:00 AM,59.508,,,,
434,07/29/14 08:30:00 AM,59.680,,,,
435,07/29/14 09:00:00 AM,59.851,,,,
436,07/29/14 09:30:00 AM,59.851,,,,
437,07/29/14 10:00:00 AM,60.024,,,,
438,07/29/14 10:30:00 AM,60.024,,,,
439,07/29/14 11:00:00 AM,59.851,,,,
440,07/29/14 11:30:00 AM,59.508,,,,
441,07/29/14 12:00:00 PM,58.993,,,,
442,07/29/14 12:30:00 PM,57.614,,,,
443,07/29/14 01:00:00 PM,55.711,,,,
444,07/29/14 01:30:00 PM,54.322,,,,
445,07/29/14 02:00:00 PM,54.147,,,,
446,07/29/14 02:30:00 PM,54.669,,,,
447,07/29/14 03:00:00 PM,55.189,,,,
448,07/29/14 03:30:00 PM,56.057,,,,
449,07/29/14 04:00:00 PM,55.711,,,,
450,07/29/14 04:30:00 PM,55.537,,,,
451,07/29/14 05:00:00 PM,55.189,,,,
452,07/29/14 05:30:00 PM,54.842,,,,
453,07/29/14 06:00:00 PM,54.842,,,,
454,07/29/14 06:30:00 PM,55.537,,,,
455,07/29/14 07:00:00 PM,56.057,,,,
456,07/29/14 07:30:00 PM,57.268,,,,
457,07/29/14 08:00:00 PM,57.958,,,,
458,07/29/14 08:30:00 PM,59.508,,,,
459,07/29/14 09:00:00 PM,60.195,,,,
460,07/29/14 09:30:00 PM,60.024,,,,
461,07/29/14 10:00:00 PM,60.024,,,,
462,07/29/14 10:30:00 PM,59.851,,,,
463,07/29/14 11:00:00 PM,59.851,,,,
464,07/29/14 11:30:00 PM,60.024,,,,
465,07/30/14 12:00:00 AM,59.851,,,,
466,07/30/14 12:30:00 AM,60.024,,,,
467,07/30/14 01:00:00 AM,60.195,,,,
468,07/30/14 01:30:00 AM,60.195,,,,
469,07/30/14 02:00:00 AM,59.851,,,,
470,07/30/14 02:30:00 AM,59.851,,,,
471,07/30/14 03:00:00 AM,59.508,,,,
472,07/30/14 03:30:00 AM,58.476,,,,
473,07/30/14 04:00:00 AM,57.958,,,,
474,07/30/14 04:30:00 AM,56.923,,,,
475,07/30/14 05:00:00 AM,56.750,,,,
476,07/30/14 05:30:00 AM,56.750,,,,
477,07/30/14 06:00:00 AM,56.750,,,,
478,07/30/14 06:30:00 AM,56.577,,,,
479,07/30/14 07:00:00 AM,56.577,,,,
480,07/30/14 07:30:00 AM,56.577,,,,
481,07/30/14 08:00:00 AM,56.750,,,,
482,07/30/14 08:30:00 AM,56.404,,,,
483,07/30/14 09:00:00 AM,55.711,,,,
484,07/30/14 09:30:00 AM,55.711,,,,
485,07/30/14 10:00:00 AM,55.884,,,,
486,07/30/14 10:30:00 AM,56.230,,,,
487,07/30/14 11:00:00 AM,56.230,,,,
488,07/30/14 11:30:00 AM,56.404,,,,
489,07/30/14 12:00:00 PM,56.923,,,,
490,07/30/14 12:30:00 PM,57.441,,,,
491,07/30/14 01:00:00 PM,57.614,,,,
492,07/30/14 01:30:00 PM,57.268,,,,
493,07/30/14 02:00:00 PM,56.577,,,,
494,07/30/14 02:30:00 PM,56.057,,,,
495,07/30/14 03:00:00 PM,55.711,,,,
496,07/30/14 03:30:00 PM,55.884,,,,
497,07/30/14 04:00:00 PM,56.404,,,,
498,07/30/14 04:30:00 PM,56.750,,,,
499,07/30/14 05:00:00 PM,57.268,,,,
500,07/30/14 05:30:00 PM,57.096,,,,
501,07/30/14 06:00:00 PM,57.096,,,,
502,07/30/14 06:30:00 PM,56.923,,,,
503,07/30/14 07:00:00 PM,57.096,,,,
504,07/30/14 07:30:00 PM,57.268,,,,
505,07/30/14 08:00:00 PM,57.614,,,,
506,07/30/14 08:30:00 PM,58.131,,,,
507,07/30/14 09:00:00 PM,58.476,,,,
508,07/30/14 09:30:00 PM,58.476,,,,
509,07/30/14 10:00:00 PM,58.303,,,,
510,07/30/14 10:30:00 PM,58.131,,,,
511,07/30/14 11:00:00 PM,57.785,,,,
512,07/30/14 11:30:00 PM,58.131,,,,
513,07/31/14 12:00:00 AM,57.268,,,,
514,07/31/14 12:30:00 AM,57.096,,,,
515,07/31/14 01:00:00 AM,56.577,,,,
516,07/31/14 01:30:00 AM,56.057,,,,
517,07/31/14 02:00:00 AM,55.884,,,,
518,07/31/14 02:30:00 AM,55.884,,,,
519,07/31/14 03:00:00 AM,55.364,,,,
520,07/31/14 03:30:00 AM,54.322,,,,
521,07/31/14 04:00:00 AM,53.798,,,,
522,07/31/14 04:30:00 AM,53.798,,,,
523,07/31/14 05:00:00 AM,53.623,,,,
524,07/31/14 05:30:00 AM,53.623,,,,
525,07/31/14 06:00:00 AM,54.322,,,,
526,07/31/14 06:30:00 AM,54.669,,,,
527,07/31/14 07:00:00 AM,55.537,,,,
528,07/31/14 07:30:00 AM,56.577,,,,
529,07/31/14 08:00:00 AM,57.441,,,,
530,07/31/14 08:30:00 AM,57.785,,,,
531,07/31/14 09:00:00 AM,57.785,,,,
532,07/31/14 09:30:00 AM,57.268,,,,
533,07/31/14 10:00:00 AM,57.096,,,,
534,07/31/14 10:30:00 AM,56.923,,,,
535,07/31/14 11:00:00 AM,56.923,,,,
536,07/31/14 11:30:00 AM,56.057,,,,
537,07/31/14 12:00:00 PM,55.711,,,,
538,07/31/14 12:30:00 PM,56.404,,,,
539,07/31/14 01:00:00 PM,57.441,,,,
540,07/31/14 01:30:00 PM,57.785,,,,
541,07/31/14 02:00:00 PM,57.268,,,,
542,07/31/14 02:30:00 PM,57.441,,,,
543,07/31/14 03:00:00 PM,57.785,,,,
544,07/31/14 03:30:00 PM,57.441,,,,
545,07/31/14 04:00:00 PM,57.441,,,,
546,07/31/14 04:30:00 PM,56.923,,,,
547,07/31/14 05:00:00 PM,56.404,,,,
548,07/31/14 05:30:00 PM,55.884,,,,
